pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,Game_Date
SL,2022-05-12,89.6,-1.75,5.26,"Muncy, Max",571970,554430,strikeout,swinging_strike,NA,NA,NA,NA,14,Max Muncy strikes out swinging.,R,L,R,LAD,PHI,S,2,NA,0,2,2022,0.31,0.41,0.84,1.2,NA,NA,607208,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,5.84672301623862,-130.352836012141,-4.97641822507289,2.32331750811462,26.2629686113146,-26.710567638415,3.05,1.55,NA,NA,NA,91.3,2476,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.26,NA,NA,0,1,0,0,NA,31,3,Slider,1,5,1,5,5,1,1,5,Infield shift,Standard,200,-0.03,-0.213,2022-05-12
FF,2022-05-12,96.1,-1.63,5.39,"Muncy, Max",571970,554430,NA,foul,NA,NA,NA,NA,2,Max Muncy strikes out swinging.,R,L,R,LAD,PHI,S,NA,NA,0,1,2022,-0.67,1.48,0.15,2.83,NA,NA,607208,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,6.35227118889702,-139.81037777026,-4.65513925993308,-10.1124118173909,28.9535272768029,-11.8546581580142,3.05,1.55,146,66.9,62,98.2,2494,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.2,NA,NA,NA,NA,NA,NA,NA,31,2,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,218,0,-0.073,2022-05-12
SL,2022-05-12,92,-1.75,5.27,"Muncy, Max",571970,554430,NA,foul,NA,NA,NA,NA,3,Max Muncy strikes out swinging.,R,L,R,LAD,PHI,S,NA,NA,0,0,2022,0.07,0.77,0.67,2.84,NA,NA,607208,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,6.08439108894369,-133.994734136062,-2.07547380142556,-0.39872797706821,26.6678968230456,-22.6521598895366,3.05,1.55,7,73.6,-22,94,2357,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.28,NA,NA,NA,NA,NA,NA,NA,31,1,Slider,1,5,1,5,5,1,1,5,Infield shift,Standard,216,0,-0.067,2022-05-12
SL,2022-05-12,91.5,-1.78,5.32,"Turner, Trea",607208,554430,single,hit_into_play,NA,NA,NA,NA,14,Trea Turner singles on a fly ball to right fielder Nick Castellanos.,R,R,R,LAD,PHI,X,9,fly_ball,2,2,2022,0.18,0.55,1.11,1.77,NA,NA,NA,0,4,Bot,180.41,128.35,NA,NA,592663,NA,NA,7.03349795917145,-133.095844650057,-4.36844413333454,0.712132466307802,26.7873030077003,-24.8914816970671,3.46,1.76,195,64,29,93.4,2449,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.21,0.811,0.741,0.9,1,1,0,4,30,5,Slider,1,5,1,5,5,1,1,5,Standard,Standard,208,0.032,0.42,2022-05-12
SL,2022-05-12,89,-1.82,5.33,"Turner, Trea",607208,554430,NA,called_strike,NA,NA,NA,NA,7,Trea Turner singles on a fly ball to right fielder Nick Castellanos.,R,R,R,LAD,PHI,S,NA,NA,2,1,2022,0.16,0.47,-0.65,1.78,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,2.55643798753025,-129.729263249528,-3.7984642521805,1.40301261614571,23.9436100100112,-26.351239377506,3.52,1.76,NA,NA,NA,91.1,2516,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.32,NA,NA,NA,NA,NA,NA,NA,30,4,Slider,1,5,1,5,5,1,1,5,Standard,Standard,201,0,-0.064,2022-05-12
CU,2022-05-12,82.6,-1.8,5.44,"Turner, Trea",607208,554430,NA,ball,NA,NA,NA,NA,14,Trea Turner singles on a fly ball to right fielder Nick Castellanos.,R,R,R,LAD,PHI,B,NA,NA,1,1,2022,0.47,-0.9,0.23,1.39,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,3.7458470246835,-120.426294336201,-1.05865960545724,4.00915089911328,20.8301080810841,-41.0443391408301,3.39,1.76,NA,NA,NA,84.2,2800,7,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.51,NA,NA,NA,NA,NA,NA,NA,30,3,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,45,0,0.047,2022-05-12
CU,2022-05-12,82,-1.74,5.41,"Turner, Trea",607208,554430,NA,ball,NA,NA,NA,NA,14,Trea Turner singles on a fly ball to right fielder Nick Castellanos.,R,R,R,LAD,PHI,B,NA,NA,0,1,2022,0.46,-0.9,0.17,0.94,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,3.48650313706045,-119.473479604035,-1.90369713416453,3.79505718130453,21.4388470778091,-40.6656254368042,3.49,1.76,NA,NA,NA,83.4,2716,7,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.53,NA,NA,NA,NA,NA,NA,NA,30,2,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,49,0,0.025,2022-05-12
FF,2022-05-12,95.7,-1.75,5.51,"Turner, Trea",607208,554430,NA,called_strike,NA,NA,NA,NA,9,Trea Turner singles on a fly ball to right fielder Nick Castellanos.,R,R,R,LAD,PHI,S,NA,NA,0,0,2022,-0.77,1.46,0.42,2.07,NA,NA,NA,0,4,Bot,NA,NA,NA,NA,592663,NA,NA,7.60495968167115,-139.14165407057,-6.91798785823241,-11.6999691410507,29.0788782216585,-11.7472279500464,3.49,1.76,NA,NA,NA,97.7,2454,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.18,NA,NA,NA,NA,NA,NA,NA,30,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,222,0,-0.033,2022-05-12
SL,2022-05-12,90.8,-1.79,5.26,"Freeman, Freddie",518692,554430,field_out,hit_into_play,NA,NA,NA,NA,8,"Freddie Freeman grounds out sharply, second baseman Jean Segura to first baseman Rhys Hoskins.",R,L,R,LAD,PHI,X,4,ground_ball,1,2,2022,0.4,0.44,0.07,2.07,NA,621035,NA,2,3,Bot,156.04,154.82,NA,NA,592663,NA,NA,3.88767492673852,-132.336277738525,-3.1359271842344,4.01170179363856,25.8961778762248,-26.5269892085111,3.62,1.78,11,105.1,-10,93.1,2498,7.4,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.11,0.286,0.257,0,1,0,0,2,24,4,Slider,1,4,1,4,4,1,1,4,Standard,Standard,191,-0.03,-0.234,2022-05-12
FF,2022-05-12,95.8,-1.56,5.46,"Freeman, Freddie",518692,554430,NA,foul,NA,NA,NA,NA,2,"Freddie Freeman grounds out sharply, second baseman Jean Segura to first baseman Rhys Hoskins.",R,L,R,LAD,PHI,S,NA,NA,1,1,2022,-0.55,1.51,0.05,3.27,NA,621035,NA,2,3,Bot,NA,NA,NA,NA,592663,NA,NA,5.61649178896599,-139.44060005975,-3.6776028911371,-8.4405771134457,30.4330368780213,-11.8096756374958,3.62,1.78,141,79.5,72,97.7,2533,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.22,NA,NA,NA,NA,NA,NA,NA,24,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,215,0,-0.065,2022-05-12
SL,2022-05-12,91.8,-1.68,5.27,"Freeman, Freddie",518692,554430,NA,ball,NA,NA,NA,NA,2,"Freddie Freeman grounds out sharply, second baseman Jean Segura to first baseman Rhys Hoskins.",R,L,R,LAD,PHI,B,NA,NA,0,1,2022,-0.12,0.76,0.09,3.83,NA,621035,NA,2,3,Bot,NA,NA,NA,NA,592663,NA,NA,4.82110596705453,-133.758249476309,0.504365618739835,-2.33444277676858,25.9484144982778,-23.2405326211686,3.72,1.87,NA,NA,NA,93.8,2529,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.33,NA,NA,NA,NA,NA,NA,NA,24,2,Slider,1,4,1,4,4,1,1,4,Standard,Standard,202,0,0.025,2022-05-12
SL,2022-05-12,92.3,-1.75,5.31,"Freeman, Freddie",518692,554430,NA,called_strike,NA,NA,NA,NA,6,"Freddie Freeman grounds out sharply, second baseman Jean Segura to first baseman Rhys Hoskins.",R,L,R,LAD,PHI,S,NA,NA,0,0,2022,-0.14,0.71,0.53,3.11,NA,621035,NA,2,3,Bot,NA,NA,NA,NA,592663,NA,NA,6.23988602363593,-134.473570351293,-1.40030516203046,-2.89068485426917,25.4591974466648,-23.4069872347109,3.73,1.81,NA,NA,NA,94.5,2549,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.28,NA,NA,NA,NA,NA,NA,NA,24,1,Slider,1,4,1,4,4,1,1,4,Standard,Standard,208,0,-0.046,2022-05-12
SI,2022-05-12,96,-1.6,5.32,"Betts, Mookie",605141,554430,field_out,hit_into_play,NA,NA,NA,NA,1,"Mookie Betts grounds out, third baseman Alec Bohm to first baseman Rhys Hoskins.",R,R,R,LAD,PHI,X,5,ground_ball,0,0,2022,-1.36,0.98,-0.53,2.88,NA,621035,NA,1,3,Bot,97.28,166.93,NA,NA,592663,NA,NA,6.02569047102258,-139.577734502029,-3.08656742890534,-19.1172325387841,33.6983259026548,-18.9394916109037,3.2,1.51,63,96.7,2,97.5,2206,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.15,0.454,0.428,0,1,0,0,4,23,1,Sinker,1,4,1,4,4,1,1,4,Standard,Standard,221,-0.035,-0.329,2022-05-12
FF,2022-05-12,96.1,-1.58,5.39,"Lux, Gavin",666158,554430,strikeout,swinging_strike,NA,NA,NA,NA,12,Gavin Lux strikes out swinging.,R,L,R,LAD,PHI,S,2,NA,2,2,2022,-0.74,1.39,0.43,3.63,NA,621035,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,7.14298496236059,-139.810845321185,-2.23246384469518,-11.31795414734,32.6369061375835,-13.7135504568268,3.16,1.53,NA,NA,NA,97.8,2451,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.18,NA,NA,0,1,0,0,NA,22,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,223,-0.043,-0.357,2022-05-12
FF,2022-05-12,96.5,-1.61,5.41,"Lux, Gavin",666158,554430,NA,foul_tip,NA,NA,NA,NA,6,Gavin Lux strikes out swinging.,R,L,R,LAD,PHI,S,NA,NA,2,1,2022,-0.67,1.55,0.42,2.46,NA,621035,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,7.07752935069408,-140.226002096671,-5.91635215962482,-10.51075850479,33.6678877852004,-10.545920225669,3.16,1.53,NA,NA,NA,98.3,2557,7.5,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,52.96,NA,NA,NA,NA,NA,NA,NA,22,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,215,0,-0.09,2022-05-12
SL,2022-05-12,92.4,-1.63,5.27,"Lux, Gavin",666158,554430,NA,foul,NA,NA,NA,NA,12,Gavin Lux strikes out swinging.,R,L,R,LAD,PHI,S,NA,NA,2,0,2022,-0.08,0.59,1.12,2.58,NA,621035,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,7.31914330286915,-134.470909895679,-2.38266359106291,-2.42464000768792,26.9384334555177,-24.7312614934945,3.16,1.53,124,52.1,52,94.5,2416,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.16,NA,NA,NA,NA,NA,NA,NA,22,3,Slider,1,4,1,4,4,1,1,4,Standard,Standard,211,0,-0.093,2022-05-12
FF,2022-05-12,95.9,-1.6,5.43,"Lux, Gavin",666158,554430,NA,ball,NA,NA,NA,NA,11,Gavin Lux strikes out swinging.,R,L,R,LAD,PHI,B,NA,NA,1,0,2022,-0.69,1.37,-0.55,3.5,NA,621035,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,4.38545229151896,-139.561825884913,-2.60149814615445,-9.97763288297348,32.3053683472318,-13.944905256474,3.13,1.6,NA,NA,NA,97.2,2482,7.1,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.41,NA,NA,NA,NA,NA,NA,NA,22,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,216,0,0.078,2022-05-12
SL,2022-05-12,92.4,-1.73,5.22,"Lux, Gavin",666158,554430,NA,ball,NA,NA,NA,NA,12,Gavin Lux strikes out swinging.,R,L,R,LAD,PHI,B,NA,NA,0,0,2022,-0.13,0.74,1.53,2.96,NA,621035,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,8.72539182785005,-134.456161647022,-1.58615120471316,-3.29844108094152,27.2664414521818,-23.0413407425914,3.17,1.53,NA,NA,NA,94.2,2383,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.32,NA,NA,NA,NA,NA,NA,NA,22,1,Slider,1,4,1,4,4,1,1,4,Standard,Standard,219,0,0.055,2022-05-12
SI,2022-05-12,96.5,-1.62,5.33,"Taylor, Chris",621035,554430,double,hit_into_play,NA,NA,NA,NA,5,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,X,7,ground_ball,3,2,2022,-1.35,0.99,-0.27,2.75,NA,NA,NA,0,3,Bot,35.5,113.02,NA,NA,592663,NA,NA,6.78138104732917,-140.240638009717,-3.55229493242678,-19.3928019514966,34.4075220262724,-18.5557278871398,3.46,1.64,31,98.3,-4,97.8,2263,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.21,0.317,0.308,1.25,1,1,1,2,21,8,Sinker,1,4,1,4,4,1,1,4,Standard,Standard,218,0.06,0.555,2022-05-12
FF,2022-05-12,97.5,-1.43,5.37,"Taylor, Chris",621035,554430,NA,foul,NA,NA,NA,NA,12,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,S,NA,NA,3,2,2022,-0.79,1.39,0.85,2.7,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,8.12510904904689,-141.681167661989,-4.92288603022283,-12.598189312837,34.2530243277303,-12.5001703607459,3.46,1.64,242,88,53,99.3,2501,7.5,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.02,NA,NA,NA,NA,NA,NA,NA,21,7,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,217,0,0,2022-05-12
SL,2022-05-12,91.7,-1.81,5.32,"Taylor, Chris",621035,554430,NA,foul,NA,NA,NA,NA,8,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,S,NA,NA,3,2,2022,0.17,0.42,-0.01,2.06,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,4.24961556753731,-133.62620040885,-3.4151451890615,1.23795298695649,26.5496665902714,-26.6412613349428,3.46,1.64,73,78.4,6,93.6,2469,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.33,NA,NA,NA,NA,NA,NA,NA,21,6,Slider,1,4,1,4,4,1,1,4,Standard,Standard,217,0,0,2022-05-12
FF,2022-05-12,97,-1.57,5.39,"Taylor, Chris",621035,554430,NA,ball,NA,NA,NA,NA,12,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,B,NA,NA,2,2,2022,-0.86,1.45,0.18,4.21,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,6.74704255350641,-141.195365952374,-0.944768402569899,-13.0041682711656,32.7644542634301,-12.8303474086632,3.51,1.59,NA,NA,NA,98.6,2463,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.26,NA,NA,NA,NA,NA,NA,NA,21,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,215,0,0.099,2022-05-12
FF,2022-05-12,97.5,-1.59,5.4,"Taylor, Chris",621035,554430,NA,foul,NA,NA,NA,NA,5,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,S,NA,NA,2,1,2022,-0.88,1.31,-0.2,2.48,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,5.88328127884815,-141.74785868001,-5.4236886384436,-13.2692169269829,33.1651888535716,-13.4768966937137,3.46,1.64,179,89.5,63,99.2,2455,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.16,NA,NA,NA,NA,NA,NA,NA,21,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,219,0,-0.064,2022-05-12
SI,2022-05-12,96.1,-1.77,5.33,"Taylor, Chris",621035,554430,NA,ball,NA,NA,NA,NA,11,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,B,NA,NA,1,1,2022,-1.29,0.9,-1.52,4.31,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,3.64960418661625,-140.050304815065,0.850719048560207,-17.7712636941455,30.4493851594766,-20.6817139696713,3.58,1.79,NA,NA,NA,97.9,2180,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.35,NA,NA,NA,NA,NA,NA,NA,21,3,Sinker,1,4,1,4,4,1,1,4,Standard,Standard,221,0,0.047,2022-05-12
CU,2022-05-12,84,-1.82,5.31,"Taylor, Chris",621035,554430,NA,ball,NA,NA,NA,NA,14,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,B,NA,NA,0,1,2022,0.47,-0.93,0.55,0,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,4.61909249600142,-122.247034179522,-4.07802887547318,3.73063964688651,25.1460636543339,-40.8665767772046,3.46,1.64,NA,NA,NA,85,2636,7,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.5,NA,NA,NA,NA,NA,NA,NA,21,2,Curveball,1,4,1,4,4,1,1,4,Standard,Standard,48,0,0.025,2022-05-12
FF,2022-05-12,97.1,-1.61,5.47,"Taylor, Chris",621035,554430,NA,swinging_strike,NA,NA,NA,NA,2,Chris Taylor doubles (7) on a ground ball to left fielder Kyle Schwarber.,R,R,R,LAD,PHI,S,NA,NA,0,0,2022,-0.93,1.35,0.11,3,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,6.84865492801446,-141.158840473268,-4.18740500306498,-14.0069226587422,35.1448920987926,-13.3699607490988,3.46,1.64,NA,NA,NA,98.4,2496,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.2,NA,NA,NA,NA,NA,NA,NA,21,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard,216,0,-0.033,2022-05-12
FF,2022-05-12,96.3,-1.54,5.47,"Bellinger, Cody",641355,554430,home_run,hit_into_play,NA,NA,NA,NA,2,Cody Bellinger homers (5) on a fly ball to right center field.,R,L,R,LAD,PHI,X,NA,fly_ball,0,1,2022,-0.88,1.42,0.19,3.43,NA,NA,NA,0,3,Bot,186.35,54.82,NA,NA,592663,NA,NA,6.7269621321948,-140.163998296472,-3.11411530387379,-13.1460001105357,31.1410413533416,-12.911834261707,3.63,1.64,386,102,36,98,2429,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.3,0.454,0.934,2,1,0,3,6,20,2,4-Seam Fastball,0,4,0,4,4,1,1,4,Infield shift,Standard,219,0.072,1.033,2022-05-12
FF,2022-05-12,96.4,-1.6,5.49,"Bellinger, Cody",641355,554430,NA,foul_tip,NA,NA,NA,NA,11,Cody Bellinger homers (5) on a fly ball to right center field.,R,L,R,LAD,PHI,S,NA,NA,0,0,2022,-0.93,1.37,-0.23,3.85,NA,NA,NA,0,3,Bot,NA,NA,NA,NA,592663,NA,NA,5.8807217302996,-140.267800583772,-1.97521568902155,-13.5753525941519,30.6504812210081,-13.7839356803616,3.63,1.64,NA,NA,NA,98.5,2430,7.4,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.13,NA,NA,NA,NA,NA,NA,NA,20,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,217,0,-0.033,2022-05-12
FF,2022-05-12,97.2,-1.37,5.39,"Ríos, Edwin",621458,554430,strikeout,called_strike,NA,NA,NA,NA,8,Edwin Rios called out on strikes.,R,L,R,LAD,PHI,S,2,NA,1,2,2022,-0.91,1.26,0.05,1.6,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,6.02790361796353,-141.252331951147,-7.66255581643967,-13.5802789650981,31.4283164569114,-13.787103515962,3.31,1.53,NA,NA,NA,99.3,2396,7.5,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.03,NA,NA,0,1,0,0,NA,16,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,219,-0.007,-0.072,2022-05-12
FF,2022-05-12,96.6,-1.63,5.39,"Ríos, Edwin",621458,554430,NA,ball,NA,NA,NA,NA,11,Edwin Rios called out on strikes.,R,L,R,LAD,PHI,B,NA,NA,0,2,2022,-0.71,1.32,-0.94,2.59,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,3.50153955250036,-140.583223194173,-5.02381359312281,-10.1629878002322,30.929646269899,-13.6911566419072,3.34,1.53,NA,NA,NA,98.4,2417,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.29,NA,NA,NA,NA,NA,NA,NA,16,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,219,0,0.012,2022-05-12
FF,2022-05-12,96.8,-1.71,5.47,"Ríos, Edwin",621458,554430,NA,called_strike,NA,NA,NA,NA,4,Edwin Rios called out on strikes.,R,L,R,LAD,PHI,S,NA,NA,0,1,2022,-0.77,1.29,-0.4,2.25,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,5.35654200450702,-140.839038003831,-6.13232597018288,-11.4355859730348,30.4336485139689,-13.8487092878295,3.39,1.57,NA,NA,NA,98.9,2444,7.4,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.13,NA,NA,NA,NA,NA,NA,NA,16,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,219,0,-0.024,2022-05-12
FF,2022-05-12,97,-1.63,5.48,"Ríos, Edwin",621458,554430,NA,foul,NA,NA,NA,NA,1,Edwin Rios called out on strikes.,R,L,R,LAD,PHI,S,NA,NA,0,0,2022,-0.75,1.27,-0.4,2.93,NA,NA,NA,2,2,Bot,NA,NA,NA,NA,592663,NA,NA,5.10726035885638,-141.175062087829,-4.27006912120435,-11.2048321245468,32.2239693608488,-14.4185535436098,3.31,1.53,256,84.6,34,98.8,2472,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.23,NA,NA,NA,NA,NA,NA,NA,16,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,221,0,-0.017,2022-05-12
FF,2022-05-12,97.2,-1.48,5.37,"Smith, Will",669257,554430,strikeout,called_strike,NA,NA,NA,NA,3,Will Smith called out on strikes.,R,R,R,LAD,PHI,S,2,NA,1,2,2022,-0.86,1.36,0.72,3.13,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,592663,NA,NA,8.03842001456621,-141.30350757446,-3.61878287618892,-13.4701449067985,33.8115517421738,-13.3814652000938,3.26,1.57,NA,NA,NA,98.7,2537,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.2,NA,NA,0,1,0,0,NA,15,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,222,-0.012,-0.115,2022-05-12
CU,2022-05-12,83.7,-1.68,5.33,"Smith, Will",669257,554430,NA,foul,NA,NA,NA,NA,14,Will Smith called out on strikes.,R,R,R,LAD,PHI,S,NA,NA,1,2,2022,0.7,-0.81,0.75,0.92,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,592663,NA,NA,4.28065985023706,-121.881161043378,-2.21718827151853,6.16744894479149,22.8963501697842,-40.0473021168931,3.19,1.5,4,9,64,85,2836,7,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.5,NA,NA,NA,NA,NA,NA,NA,15,4,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,50,0,0,2022-05-12
SI,2022-05-12,96.7,-1.58,5.26,"Smith, Will",669257,554430,NA,foul,NA,NA,NA,NA,5,Will Smith called out on strikes.,R,R,R,LAD,PHI,S,NA,NA,1,1,2022,-1.47,0.8,-0.27,2.3,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,592663,NA,NA,6.95909809916463,-140.581792313641,-4.19189662708613,-21.0288444673487,33.6644868205142,-20.7481553286844,3.19,1.5,220,70,35,98,2286,7.2,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.29,NA,NA,NA,NA,NA,NA,NA,15,3,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,222,0,-0.036,2022-05-12
CU,2022-05-12,83.5,-1.73,5.39,"Smith, Will",669257,554430,NA,ball,NA,NA,NA,NA,14,Will Smith called out on strikes.,R,R,R,LAD,PHI,B,NA,NA,0,1,2022,0.47,-0.98,1.45,-0.65,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,592663,NA,NA,6.47876078126015,-121.483497640871,-5.62688439519034,3.43896557157647,23.1744687018191,-41.0127121517224,3.18,1.5,NA,NA,NA,84.8,2801,7.1,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.44,NA,NA,NA,NA,NA,NA,NA,15,2,Curveball,0,4,0,4,4,0,0,4,Standard,Standard,39,0,0.016,2022-05-12
FF,2022-05-12,97.3,-1.59,5.48,"Smith, Will",669257,554430,NA,called_strike,NA,NA,NA,NA,5,Will Smith called out on strikes.,R,R,R,LAD,PHI,S,NA,NA,0,0,2022,-1.11,1.32,0.12,2.25,NA,NA,NA,1,2,Bot,NA,NA,NA,NA,592663,NA,NA,7.2766014086399204,-141.502455488563,-6.26556587794902,-16.5989411098342,31.8206875564257,-13.2219185196166,3.25,1.58,NA,NA,NA,99.1,2515,7.3,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.19,NA,NA,NA,NA,NA,NA,NA,15,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,219,0,-0.024,2022-05-12
CU,2022-05-12,82.3,-1.65,5.44,"Muncy, Max",571970,554430,strikeout,swinging_strike_blocked,NA,NA,NA,NA,14,"Max Muncy strikes out swinging, catcher J.  T. Realmuto to first baseman Rhys Hoskins.",R,L,R,LAD,PHI,S,2,NA,0,2,2022,0.51,-0.97,0.42,0.62,NA,NA,NA,0,2,Bot,NA,NA,NA,NA,592663,NA,NA,3.76296611441861,-119.888549465212,-2.58925977581044,4.19974078853926,22.1185415486404,-41.2463576759523,3.05,1.55,NA,NA,NA,83.5,2758,6.9,662706,554430,592663,656555,516416,664761,622666,656941,596451,592206,53.57,NA,NA,0,1,0,0,NA,14,3,Curveball,0,4,0,4,4,0,0,4,Infield shift,Standard,40,-0.018,-0.141,2022-05-12
