pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher_1,fielder_2_1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,Game_Date
CH,2022-07-17,86.9,-2.03,4.98,"De La Cruz, Bryan",650559,605400,NA,swinging_strike,NA,NA,NA,NA,13,"Bryan De La Cruz grounds out, third baseman Alec Bohm to first baseman Johan Camargo.",R,R,R,MIA,PHI,S,NA,NA,0,0,2022,-1.17,-0.06,-0.77,1.38,NA,NA,NA,1,7,Bot,NA,NA,NA,NA,592663,NA,NA,5.48457247787104,-126.390749991961,-2.22480525007948,-13.6640145096617,29.1859791393265,-32.5741202259669,3.54,1.76,NA,NA,NA,87.4,1410,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.57,NA,NA,NA,NA,NA,NA,NA,52,1,Changeup,0,4,0,4,4,0,0,4,Infield shift,Standard,250,0,-0.024,2022-07-17
FF,2022-07-17,93.2,-1.94,5.08,"Cooper, Garrett",643265,605400,strikeout,swinging_strike,NA,NA,NA,NA,12,Garrett Cooper strikes out swinging.,R,R,R,MIA,PHI,S,2,NA,1,2,2022,-0.97,1.37,0.87,2.83,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,592663,NA,NA,9.43594847108186,-135.412753148964,-3.0327520271203,-14.0471573153506,31.6163090241532,-14.8348710524402,3.48,1.7,NA,NA,NA,93.8,2293,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.59,NA,NA,0,1,0,0,NA,51,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,220,-0.017,-0.158,2022-07-17
CH,2022-07-17,87.3,-2.01,4.99,"Cooper, Garrett",643265,605400,NA,foul,NA,NA,NA,NA,5,Garrett Cooper strikes out swinging.,R,R,R,MIA,PHI,S,NA,NA,1,2,2022,-1.23,1.06,-0.01,2.38,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,592663,NA,NA,7.34872625652793,-126.80107512123,-2.21699395885459,-14.8048364122158,29.2305474163034,-20.5460663523882,3.48,1.7,15,92.5,-8,87,1624,6.5,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.98,NA,NA,NA,NA,NA,NA,NA,51,4,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,243,0,0,2022-07-17
SI,2022-07-17,91.7,-1.88,5.15,"Cooper, Garrett",643265,605400,NA,ball,NA,NA,NA,NA,12,Garrett Cooper strikes out swinging.,R,R,R,MIA,PHI,B,NA,NA,0,2,2022,-1.18,1.09,0.87,3.58,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,592663,NA,NA,9.62350433481872,-133.243001844172,-0.418563124023779,-16.1735716585404,30.266105099813,-19.3642230386714,3.48,1.73,NA,NA,NA,92.6,2231,7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.49,NA,NA,NA,NA,NA,NA,NA,51,3,Sinker,0,4,0,4,4,0,0,4,Standard,Standard,224,0,0.017,2022-07-17
FF,2022-07-17,91.9,-1.9,5.1,"Cooper, Garrett",643265,605400,NA,called_strike,NA,NA,NA,NA,12,Garrett Cooper strikes out swinging.,R,R,R,MIA,PHI,S,NA,NA,0,1,2022,-1.05,1.49,0.86,2.67,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,592663,NA,NA,9.34553617661643,-133.41495288972,-3.46147251971116,-14.7428103777271,32.5399817827566,-13.9228572141465,3.42,1.71,NA,NA,NA,92,2267,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.69,NA,NA,NA,NA,NA,NA,NA,51,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,224,0,-0.045,2022-07-17
FC,2022-07-17,85.4,-1.92,5.03,"Cooper, Garrett",643265,605400,NA,called_strike,NA,NA,NA,NA,9,Garrett Cooper strikes out swinging.,R,R,R,MIA,PHI,S,NA,NA,0,0,2022,0.09,0.58,0.59,1.94,NA,NA,NA,0,7,Bot,NA,NA,NA,NA,592663,NA,NA,5.79108097996975,-124.278884323417,-2.16408433707427,-0.225790199129735,24.6464487495559,-25.9258657156575,3.49,1.75,NA,NA,NA,86.1,2147,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.77,NA,NA,NA,NA,NA,NA,NA,51,1,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,222,0,-0.033,2022-07-17
FF,2022-07-17,92.4,-1.89,5.02,"Anderson, Brian",605119,605400,strikeout,called_strike,NA,NA,NA,NA,8,Brian Anderson called out on strikes.,R,R,R,MIA,PHI,S,2,NA,1,2,2022,-1.09,1.42,-0.23,1.82,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,6.70417129211792,-134.219074616283,-5.4659287744286,-14.7167859844921,31.0624261010786,-13.9771335584126,3.41,1.67,NA,NA,NA,93.4,2254,7.1,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.36,NA,NA,0,1,0,0,NA,46,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,230,-0.006,-0.072,2022-07-17
CH,2022-07-17,86.8,-1.93,4.99,"Anderson, Brian",605119,605400,NA,ball,NA,NA,NA,NA,13,Brian Anderson called out on strikes.,R,R,R,MIA,PHI,B,NA,NA,0,2,2022,-1.32,0.3,-1.19,1.73,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,4.52623438456658,-126.288672527123,-2.20633024866719,-15.0325091574748,26.8016080089144,-28.6931081053744,3.31,1.57,NA,NA,NA,87.4,1517,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.72,NA,NA,NA,NA,NA,NA,NA,46,4,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,253,0,0.012,2022-07-17
FF,2022-07-17,93.5,-1.88,5.11,"Anderson, Brian",605119,605400,NA,foul,NA,NA,NA,NA,6,Brian Anderson called out on strikes.,R,R,R,MIA,PHI,S,NA,NA,0,2,2022,-0.89,1.4,0.75,2.8,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,8.79981581007422,-135.844740328896,-3.26134122098622,-13.0260072947102,31.9261443032821,-14.3406859144792,3.43,1.61,231,86.2,54,93.9,2351,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.73,NA,NA,NA,NA,NA,NA,NA,46,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,229,0,0,2022-07-17
CH,2022-07-17,87.2,-2.09,4.91,"Anderson, Brian",605119,605400,NA,swinging_strike,NA,NA,NA,NA,13,Brian Anderson called out on strikes.,R,R,R,MIA,PHI,S,NA,NA,0,1,2022,-1.39,0.29,-1.01,1.34,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,5.48983233365365,-126.827556623773,-2.97771454081042,-16.1544730048875,28.1391859566491,-28.5793872724766,3.43,1.61,NA,NA,NA,87.2,1436,6.5,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.98,NA,NA,NA,NA,NA,NA,NA,46,2,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,245,0,-0.024,2022-07-17
FC,2022-07-17,85.3,-1.91,5.07,"Anderson, Brian",605119,605400,NA,swinging_strike,NA,NA,NA,NA,14,Brian Anderson called out on strikes.,R,R,R,MIA,PHI,S,NA,NA,0,0,2022,0.16,0.55,1.41,2.1,NA,NA,NA,2,6,Bot,NA,NA,NA,NA,592663,NA,NA,7.58175261718816,-124.04788042561199,-1.83378766397407,0.235961941504192,23.7456022645276,-26.2834915165026,3.43,1.61,NA,NA,NA,86.6,2181,7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.46,NA,NA,NA,NA,NA,NA,NA,46,1,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,203,0,-0.017,2022-07-17
KC,2022-07-17,78.6,-1.96,5.15,"Wendle, Joey",621563,605400,field_out,hit_into_play,NA,NA,NA,NA,7,Joey Wendle lines out to left fielder Kyle Schwarber.,R,L,R,MIA,PHI,X,7,line_drive,1,2,2022,1.43,-1.05,-0.69,1.68,NA,NA,NA,1,6,Bot,72.98,69.63,NA,NA,592663,NA,NA,0.0753536349164913,-114.376620660685,1.40456606452583,12.3580312947351,25.2162941507335,-41.8330078323685,3.32,1.57,345,95.8,24,78.3,2544,6.6,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.95,0.211,0.262,0,1,0,0,5,45,4,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,45,-0.011,-0.115,2022-07-17
FF,2022-07-17,92.9,-1.96,5.08,"Wendle, Joey",621563,605400,NA,foul,NA,NA,NA,NA,11,Joey Wendle lines out to left fielder Kyle Schwarber.,R,L,R,MIA,PHI,S,NA,NA,1,1,2022,-1.07,1.04,-1.18,2.78,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592663,NA,NA,4.41188050761738,-135.23241246092,-2.39266455191261,-14.0535656216454,31.3111362937522,-19.1453601346821,3.32,1.57,255,87.8,18,93.8,2289,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.56,NA,NA,NA,NA,NA,NA,NA,45,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,222,0,-0.036,2022-07-17
KC,2022-07-17,78.1,-1.96,5.08,"Wendle, Joey",621563,605400,NA,ball,NA,NA,NA,NA,14,Joey Wendle lines out to left fielder Kyle Schwarber.,R,L,R,MIA,PHI,B,NA,NA,0,1,2022,1.39,-1.04,0.63,-0.48,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592663,NA,NA,3.02944974072182,-113.583732577521,-3.00012742584666,11.1724581353265,25.642367275808,-40.6273989288948,3.39,1.59,NA,NA,NA,77.9,2584,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.8,NA,NA,NA,NA,NA,NA,NA,45,2,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,54,0,0.016,2022-07-17
FF,2022-07-17,93.1,-1.96,5.12,"Wendle, Joey",621563,605400,NA,called_strike,NA,NA,NA,NA,2,Joey Wendle lines out to left fielder Kyle Schwarber.,R,L,R,MIA,PHI,S,NA,NA,0,0,2022,-0.86,1.29,-0.05,3.2,NA,NA,NA,1,6,Bot,NA,NA,NA,NA,592663,NA,NA,6.79106078107285,-135.366258527756,-1.90420345632161,-12.1271978779973,33.4358849736411,-16.2868649819324,3.31,1.64,NA,NA,NA,92.7,2212,6.4,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,54.13,NA,NA,NA,NA,NA,NA,NA,45,1,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,227,0,-0.024,2022-07-17
KC,2022-07-17,77.7,-1.92,5.24,"Fortes, Nick",663743,605400,field_out,hit_into_play,NA,NA,NA,NA,6,"Nick Fortes grounds out, shortstop Didi Gregorius to first baseman Johan Camargo.",R,R,R,MIA,PHI,X,6,ground_ball,1,0,2022,1.08,-0.81,0.53,2.33,NA,NA,NA,0,6,Bot,107.91,152.09,NA,NA,592663,NA,NA,3.28819894080434,-113.048101570224,2.24667958975229,8.56062912283174,22.4914709052766,-39.7737521877365,3.29,1.53,8,90.9,-16,77.9,2521,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.83,0.143,0.141,0,1,0,0,2,44,2,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,51,-0.018,-0.253,2022-07-17
CH,2022-07-17,85,-2.06,4.99,"Fortes, Nick",663743,605400,NA,ball,NA,NA,NA,NA,13,"Nick Fortes grounds out, shortstop Didi Gregorius to first baseman Johan Camargo.",R,R,R,MIA,PHI,B,NA,NA,0,0,2022,-1.24,0.04,-1.54,1.66,NA,NA,NA,0,6,Bot,NA,NA,NA,NA,592663,NA,NA,3.72859412052996,-123.730845973076,-1.56746563068011,-13.506369816422,25.1450981228918,-31.625415840898,3.32,1.58,NA,NA,NA,85.6,1291,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.81,NA,NA,NA,NA,NA,NA,NA,44,1,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,250,0,0.034,2022-07-17
FC,2022-07-17,87.3,-1.87,5.13,"Rojas, Miguel",500743,605400,field_out,hit_into_play,NA,NA,NA,NA,6,Miguel Rojas lines out to center fielder Matt Vierling.,R,R,R,MIA,PHI,X,8,line_drive,2,2,2022,-0.01,0.35,0.39,2.29,NA,NA,NA,2,5,Bot,122.41,71.53,NA,NA,592663,NA,NA,5.51144268627174,-127.025675973017,-1.41098373698897,-1.20068291588404,25.6739919290333,-28.3023997049327,3.41,1.63,317,93.2,19,88.2,2210,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.7,0.374,0.374,0,1,0,0,4,40,5,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,201,-0.007,-0.086,2022-07-17
FF,2022-07-17,93.7,-1.78,5.1,"Rojas, Miguel",500743,605400,NA,ball,NA,NA,NA,NA,12,Miguel Rojas lines out to center fielder Matt Vierling.,R,R,R,MIA,PHI,B,NA,NA,1,2,2022,-1.18,1.37,1.14,2.84,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,592663,NA,NA,10.2078739789411,-135.911056190279,-3.05346209940754,-17.0458292904485,33.3853822561499,-14.8538110078582,3.42,1.61,NA,NA,NA,93.7,2381,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.78,NA,NA,NA,NA,NA,NA,NA,40,4,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,228,0,0.014,2022-07-17
FF,2022-07-17,91.8,-1.98,4.96,"Rojas, Miguel",500743,605400,NA,ball,NA,NA,NA,NA,11,Miguel Rojas lines out to center fielder Matt Vierling.,R,R,R,MIA,PHI,B,NA,NA,0,2,2022,-1.08,1.31,-1.5,2.55,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,592663,NA,NA,3.60223355210065,-133.616636909068,-3.08244870411138,-13.6806745485097,31.6499886156861,-16.0917844443684,3.39,1.55,NA,NA,NA,93,2270,7.2,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.29,NA,NA,NA,NA,NA,NA,NA,40,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,234,0,0.012,2022-07-17
FC,2022-07-17,87,-1.9,5.12,"Rojas, Miguel",500743,605400,NA,foul,NA,NA,NA,NA,6,Miguel Rojas lines out to center fielder Matt Vierling.,R,R,R,MIA,PHI,S,NA,NA,0,1,2022,0.34,0.69,0.78,2.28,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,592663,NA,NA,5.74428184137248,-126.620755630859,-2.07352528804066,2.56386766177894,25.3267530847495,-24.5275392468368,3.41,1.63,6,54.7,-21,87.4,2362,6.5,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.99,NA,NA,NA,NA,NA,NA,NA,40,2,Cutter,0,4,0,4,4,0,0,4,Standard,Standard,195,0,-0.024,2022-07-17
KC,2022-07-17,78.9,-1.82,5.19,"Rojas, Miguel",500743,605400,NA,called_strike,NA,NA,NA,NA,9,Miguel Rojas lines out to center fielder Matt Vierling.,R,R,R,MIA,PHI,S,NA,NA,0,0,2022,1.2,-1.06,0.35,1.43,NA,NA,NA,2,5,Bot,NA,NA,NA,NA,592663,NA,NA,2.50994099585608,-114.708830112665,0.785735474576104,9.87466268397649,25.1069880644971,-41.8329211610251,3.26,1.42,NA,NA,NA,79.1,2591,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.61,NA,NA,NA,NA,NA,NA,NA,40,1,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,51,0,-0.017,2022-07-17
FF,2022-07-17,93.2,-1.87,5.05,"Sánchez, Jesús",660821,605400,field_out,hit_into_play,NA,NA,NA,NA,3,Jesus Sanchez flies out to right fielder Nick Castellanos.,R,L,R,MIA,PHI,X,9,fly_ball,1,1,2022,-1.06,1.33,0.67,3.21,NA,NA,NA,1,5,Bot,162.41,70.96,NA,NA,592663,NA,NA,8.93568487067141,-135.400853394377,-1.82841016179766,-15.034993207429,31.9369953207462,-15.7444952660169,3.42,1.63,330,90.5,37,93.7,2353,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.65,0.026,0.035,0,1,0,0,3,39,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,229,-0.012,-0.151,2022-07-17
FF,2022-07-17,93.3,-1.86,5.05,"Sánchez, Jesús",660821,605400,NA,foul,NA,NA,NA,NA,1,Jesus Sanchez flies out to right fielder Nick Castellanos.,R,L,R,MIA,PHI,S,NA,NA,1,0,2022,-1.22,1.31,-0.5,3.14,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592663,NA,NA,6.2710874308911,-135.601784616688,-1.95506237367468,-16.4648174206674,32.8340430962154,-15.9423672467066,3.42,1.63,175,76.1,17,94,2414,7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.48,NA,NA,NA,NA,NA,NA,NA,39,2,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,225,0,-0.032,2022-07-17
CH,2022-07-17,86.8,-2.12,4.89,"Sánchez, Jesús",660821,605400,NA,ball,NA,NA,NA,NA,13,Jesus Sanchez flies out to right fielder Nick Castellanos.,R,L,R,MIA,PHI,B,NA,NA,0,0,2022,-1.33,0.13,-1.22,1.65,NA,NA,NA,1,5,Bot,NA,NA,NA,NA,592663,NA,NA,4.93179355863404,-126.264994101931,-1.80533367344592,-15.2373772644007,26.8881167211143,-30.6248519489913,3.45,1.64,NA,NA,NA,87.3,1437,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.74,NA,NA,NA,NA,NA,NA,NA,39,1,Changeup,0,4,0,4,4,0,0,4,Infield shift,Standard,251,0,0.024,2022-07-17
CH,2022-07-17,87,-2.09,4.92,"García, Avisaíl",541645,605400,field_out,hit_into_play,NA,NA,NA,NA,7,Avisail Garcia flies out to right fielder Nick Castellanos.,R,R,R,MIA,PHI,X,9,fly_ball,1,1,2022,-1.2,0.87,-0.31,1.79,NA,NA,NA,0,5,Bot,165.94,88.95,NA,NA,592663,NA,NA,6.83264635226634,-126.392596269224,-3.06442101568597,-14.3531862166596,28.3948332631265,-22.4231886275662,3.46,1.74,292,86,36,87.5,1478,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.56,0.011,0.014,0,1,0,0,3,38,3,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,249,-0.018,-0.212,2022-07-17
KC,2022-07-17,78.8,-1.9,5.1,"García, Avisaíl",541645,605400,NA,ball,NA,NA,NA,NA,14,Avisail Garcia flies out to right fielder Nick Castellanos.,R,R,R,MIA,PHI,B,NA,NA,0,1,2022,1.12,-1.08,1.31,0.71,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,4.90050367696304,-114.475470465781,-0.493873369368196,8.53627806080267,26.4612574297442,-41.6875551958952,3.59,1.75,NA,NA,NA,78.3,2668,6.6,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.91,NA,NA,NA,NA,NA,NA,NA,38,2,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,50,0,0.025,2022-07-17
CH,2022-07-17,85.5,-2.05,4.98,"García, Avisaíl",541645,605400,NA,swinging_strike,NA,NA,NA,NA,7,Avisail Garcia flies out to right fielder Nick Castellanos.,R,R,R,MIA,PHI,S,NA,NA,0,0,2022,-1.2,1.01,-0.78,1.67,NA,NA,NA,0,5,Bot,NA,NA,NA,NA,592663,NA,NA,5.45472793831525,-124.301370147072,-3.49280808130458,-13.5521964544889,28.6951482926309,-21.1986845306255,3.46,1.74,NA,NA,NA,85.6,1637,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.74,NA,NA,NA,NA,NA,NA,NA,38,1,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,245,0,-0.033,2022-07-17
FF,2022-07-17,91.3,-1.79,5.14,"Soler, Jorge",624585,605400,strikeout,swinging_strike,NA,NA,NA,NA,2,Jorge Soler strikes out swinging.,R,R,R,MIA,PHI,S,2,NA,2,2,2022,-1.24,1.28,-0.07,3.3,NA,NA,650559,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,7.04410426620439,-132.691784565099,-1.45619858123333,-16.1964399288647,30.6977651018927,-16.9933095960927,3.61,1.73,NA,NA,NA,91.5,2299,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.85,NA,NA,0,1,0,0,NA,32,5,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,225,-0.017,-0.195,2022-07-17
KC,2022-07-17,79.3,-1.78,5.15,"Soler, Jorge",624585,605400,NA,foul,NA,NA,NA,NA,6,Jorge Soler strikes out swinging.,R,R,R,MIA,PHI,S,NA,NA,2,1,2022,1.23,-0.88,0.35,2.48,NA,NA,650559,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,2.36165827262593,-115.336032876805,2.72097472611559,10.3920516428226,24.4788888178495,-40.7798021908273,3.61,1.73,25,83.1,-4,79.5,2662,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.74,NA,NA,NA,NA,NA,NA,NA,32,4,Knuckle Curve,0,4,0,4,4,0,0,4,Infield shift,Standard,57,0,-0.053,2022-07-17
KC,2022-07-17,79.5,-1.92,5.2,"Soler, Jorge",624585,605400,NA,blocked_ball,NA,NA,NA,NA,14,Jorge Soler strikes out swinging.,R,R,R,MIA,PHI,B,NA,NA,1,1,2022,1.01,-1.11,1.32,0.26,NA,NA,650559,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,5.25867576152199,-115.557636625882,-1.85368376479966,7.7698718250521,25.7086022747695,-41.8158493743426,3.53,1.72,NA,NA,NA,79.6,2659,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.62,NA,NA,NA,NA,NA,NA,NA,32,3,Knuckle Curve,0,4,0,4,4,0,0,4,Infield shift,Standard,48,0,0.031,2022-07-17
CH,2022-07-17,86.9,-1.88,4.91,"Soler, Jorge",624585,605400,NA,blocked_ball,NA,NA,NA,NA,14,Jorge Soler strikes out swinging.,R,R,R,MIA,PHI,B,NA,NA,0,1,2022,-1.33,0.05,0.09,0.38,NA,NA,650559,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,7.5857535436939,-126.158349347392,-4.74155824638139,-15.8529117876419,28.8866300491091,-30.7630674637887,3.52,1.72,NA,NA,NA,87.8,1465,7.3,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.25,NA,NA,NA,NA,NA,NA,NA,32,2,Changeup,0,4,0,4,4,0,0,4,Infield shift,Standard,245,0,0.028,2022-07-17
SI,2022-07-17,92.8,-1.87,5.07,"Soler, Jorge",624585,605400,NA,called_strike,NA,NA,NA,NA,6,Jorge Soler strikes out swinging.,R,R,R,MIA,PHI,S,NA,NA,0,0,2022,-1.35,0.79,0.42,2.43,NA,NA,650559,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,8.87019114403372,-134.789226474974,-2.65286557444412,-18.3985315161034,31.8530836460761,-22.2058319629486,3.55,1.75,NA,NA,NA,93.1,2100,6.8,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.71,NA,NA,NA,NA,NA,NA,NA,32,1,Sinker,0,4,0,4,4,0,0,4,Infield shift,Standard,225,0,-0.037,2022-07-17
FF,2022-07-17,94.2,-1.77,5.15,"De La Cruz, Bryan",650559,605400,single,hit_into_play,NA,NA,NA,NA,14,Bryan De La Cruz singles on a ground ball to shortstop Didi Gregorius.,R,R,R,MIA,PHI,X,6,ground_ball,2,2,2022,-1.02,1.29,0.38,1.48,NA,NA,NA,2,4,Bot,105.38,150.57,NA,NA,592663,NA,NA,7.92261516921166,-136.733056051582,-6.68180698148118,-14.6192704374057,32.7946838113176,-14.6239453415708,3.54,1.76,5,96.9,-15,94.7,2276,6.9,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.59,0.197,0.194,0.9,1,1,0,2,31,6,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,225,0.01,0.137,2022-07-17
KC,2022-07-17,79.4,-1.75,5.11,"De La Cruz, Bryan",650559,605400,NA,ball,NA,NA,NA,NA,14,Bryan De La Cruz singles on a ground ball to shortstop Didi Gregorius.,R,R,R,MIA,PHI,B,NA,NA,1,2,2022,1.03,-0.93,1.3,0.68,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,4.7620327489331,-115.511941332748,-1.05318265882433,8.0572307348661,25.103948953949,-40.4274151551148,3.42,1.74,NA,NA,NA,79.2,2592,6.6,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.95,NA,NA,NA,NA,NA,NA,NA,31,5,Knuckle Curve,0,4,0,4,4,0,0,4,Standard,Standard,49,0,0.014,2022-07-17
CH,2022-07-17,86.9,-1.91,4.91,"De La Cruz, Bryan",650559,605400,NA,foul,NA,NA,NA,NA,13,Bryan De La Cruz singles on a ground ball to shortstop Didi Gregorius.,R,R,R,MIA,PHI,S,NA,NA,1,2,2022,-1.37,0.19,-0.74,1.16,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,5.65028261910017,-126.36363763038,-3.141086839421,-15.8717701061373,28.1204159143833,-29.6636330993398,3.54,1.76,74,39.1,27,87,1391,6.6,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.9,NA,NA,NA,NA,NA,NA,NA,31,4,Changeup,0,4,0,4,4,0,0,4,Standard,Standard,256,0,0,2022-07-17
FF,2022-07-17,93.9,-1.77,5.1,"De La Cruz, Bryan",650559,605400,NA,swinging_strike,NA,NA,NA,NA,3,Bryan De La Cruz singles on a ground ball to shortstop Didi Gregorius.,R,R,R,MIA,PHI,S,NA,NA,1,1,2022,-1.01,1.41,0.46,3.22,NA,NA,NA,2,4,Bot,NA,NA,NA,NA,592663,NA,NA,8.06963385994046,-136.409627263811,-2.19279201237193,-14.4737327914533,33.1181739082122,-14.4185687268342,3.54,1.76,NA,NA,NA,94.1,2255,6.7,661373,605400,592663,622666,622168,664761,544369,656941,663837,592206,53.76,NA,NA,NA,NA,NA,NA,NA,31,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Infield shift,Standard,226,0,-0.023,2022-07-17
